   -0.4500    0.0000    0.0000    0.0000
   -0.3500    0.0000    0.0000    0.0000
   -0.2500    0.0000    0.0000    0.0000
   -0.1500    0.0000    0.0000    0.0000
   -0.0500    0.0000    0.0000    0.0000
    0.0500    0.0000    0.0000    0.0000
    0.1500    0.0000    0.0000    0.0000
    0.2500    0.0000    0.0000    0.0000
    0.3500    0.0000    0.0000    0.0000
    0.4500    0.0000    0.0000    0.0000
